title,category,authors,publish_date,text 
34 victims in California dive boat tragedy died of carbon monoxide poisoning: coroner,California,David Aaro,2020-05-22,"The 34 victims in a scuba boat fire off the coast of California last year died as a result of carbon monoxide poisoning, according to authorities on Thursday.The Santa Barbara County coroner's reports listed smoke inhalation as the cause of death for all 33 scuba divers and one crew member who died in the fire that broke out aboard the Conception on Sept. 2, 2019. Their deaths were considered accidental, police said.CALIFORNIA DIVE BOAT OWNERS FILE LAWSUIT TO AVOID LIABILITY AFTER DEADLY FIREThe blaze occurred just after 3 a.m., and swept through the boat anchored off Santa Cruz Island for a three-day excursion over Labor Day Weekend. The only survivors were those asleep above deck, which included the captain and four other crew members.Descriptions of the bodies in the report noted some were wearing clothes and shoes, while two were found to have held a cellphone and flashlight, according to Lt. Erik Raney of the Santa Barbara County Sheriff's Office.All of the victims were found out of their bunks, hinting they could have been attempted to escape, although he added there was no way to determine if they were trying to do so. Some were found on the surface of the water, while others inside the boat's hull, or on the ocean floor after it capsized.A number of the victim's families have since filed wrongful-death claims against the Santa Barbara-based operator of the vessel, Truth Aquatics, which is owned by Glen and Dana Fritzler, according to the Santa Barbara Independent.CALIFORNIA DIVE BOAT IN LABOR DAY FIRE WAS EXEMPT FROM COAST GUARD SAFETY REGULATIONS: REPORTIn 1996, the Coast Guard implemented a set of standards on new vessels, requiring escape hatches at least 32 inches wide and illuminated exit signs. The 75-foot vessel, built-in 1981, had a 24-inch hatch and no illuminated signsAn official from the National Transportation Safety Board remarked how difficult it was to reach an escape hatch in the bunk room, which was a design that routinely met regulations. The boat reportedly passed its two most recent safety inspections, according to Coast Guard records.The survivors said they woke to find the boat in flames. They were unable to reach the sleeping passengers and had to jump in the water to save their own lives.CLICK HERE FOR THE FOX NEWS APPRaney told The Associated Press the coroner’s office did not do internal autopsies of the bodies. He said external examinations of the victims and black soot in their trachea, as well as toxicology tests, showed enough evidence of smoke inhalation and carbon monoxide poisoning to avoid autopsies.Fox News' Frank Miles and the Associated Press contributed to this report"
'Terror-related' shooting at NAS Corpus Christi prompts search for possible 2nd suspect,Manhunt,Dom Calicchio,2020-05-22,"A manhunt was underway in Texas for a possible second suspect after a Thursday shooting at Naval Air Station Corpus Christi in Texas that was “terror-related.”“We may have a potential second related person of interest at large in the community,” Leah Greeves, an FBI supervisory senior resident, told reporters, according to KRIS-TV of Corpus Christi.In a series of Twitter messages late Thursday, the FBI’s Houston office called on the public to share any information they may have about the NAS Corpus Christi incident.NAVAL AIR STATION CORPUS CHRISTI SHOOTING INVESTIGATED AS 'TERRORISM-RELATED,' FBI REPORTS“We are not ruling out any possible motives and continue to investigate all leads,” the FBI said in a post. “When we are able to release additional information, we will do so.”A gunman described as an “Arab male” and later identified by The Associated Press as Adam Alsahli of Corpus Christi was killed in a gunbattle with law enforcement at the station, located along the Gulf of Mexico, about 229 miles southwest of Houston.Authorities say the suspect tried to speed his vehicle through a security gate at the naval facility around 6:15 a.m. Thursday but was stopped by a guard who managed to put up a barrier in time to block the driver’s access.A female security officer was shot in the chest during an exchange of gunfire with the suspect, but she was wearing body armor and survived with only minor injuries, KRIS reported.Other security personnel soon arrived and fatally shot the suspect, the AP reported.Following that gunbattle, local police SWAT officers and FBI agents surrounded a home in Corpus Christi. A public records search by KRIS revealed the location to be Alsahli’s last known home address.But authorities would not confirm whether the operation was related to the incident at NAS Corpus Christi, the Caller Times of Corpus Christi reported.After the shooting, the naval air station was on lockdown for about five hours as authorities conducted their investigation.At a news conference, Greeves declared the incident “terror-related,” but provided no details on how investigators reached that conclusion.“We are working diligently with our state, local and federal partners on this investigation, which is fluid and evolving,” Greeves said.Attorney General William Barr has been briefed on the matter, a Justice Department spokesman told the AP.CLICK HERE TO GET THE FOX NEWS APPA similar lockdown occurred at NAS Corpus Christi last December after a suspect with a stolen firearm rammed a truck into a barricade there. The suspect later pleaded guilty to destruction of U.S. government property.Thursday’s incident also follows a Dec. 6 shooting at NAS Pensacola in Florida that left three U.S. sailors dead and eight other people wounded. The suspect in that case, who had been in contact with al-Qaeda operatives, was killed by a sheriff’s deputy.The Associated Press contributed to this story."
"Atlanta employee arrested for allegedly lying about COVID-19, FBI says",Georgia,Brie Stimson,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.A Georgia man was arrested by the FBI for defrauding the Atlanta-based company he worked for by allegedly lying about having the coronavirus, the U.S. Attorney’s Office for the Northern District of Georgia said in a press release Thursday.Santwon Antonio Davis, 34, allegedly faked a coronavirus doctor’s note, prompting his employer, an unidentified Fortune 500 company, to close the business for sanitizing.“The defendant caused unnecessary economic loss to his employer and distress to his coworkers and their families,” U.S. Attorney Byung J. “BJay” Pak said in a statement. “We will take quick action through the Georgia COVID-19 Task Force to put a stop to criminals preying on Georgia companies and the public with Coronavirus-related fraud schemes.”ATLANTA MAYOR: GEORGIA'S OPENING NOT AS BAD AS FEARED DESPITE CORONAVIRUSThe company lost around $100,000 from closing the business and continuing to pay its employees. Several of Davis’ coworkers also unnecessarily quarantined themselves.Davis later reportedly admitted he didn't have the virus.“Scammers continue to take advantage of the COVID-19 pandemic through a variety of means,” Chris Hacker, Special Agent in Charge of FBI Atlanta, said in a statement. “We receive numerous complaints every day and this case is a reminder that we remain vigilant in detecting, investigating and prosecuting any wrongdoing related to the crisis.”Davis has previously served a total of 18 months for three prison sentences since 2006, for theft, criminal damage to property and trespassing, the Atlanta Journal-Constitution reported.CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGEThe FBI is investigating the case."
Pennsylvania's Wolf begins to feel pressure from fellow Dems over restrictions: report,Pennsylvania,Edmund DeMarche,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Some Democrats in Pennslyvania are reportedly beginning to put some pressure on Gov. Tom Wolf about the state’s reopening process two months after his office issued a stay-at-home order.CLICK FOR THE LATEST ON THE CORONAVIRUSThe Philadelphia Inquirer pointed to a few recent instances where Democrats seemed eager to see bigger steps in the state's reopening, including a letter from State. Sen. Maria Collett that relayed some frustrations of residents in Montgomery County.The Tuesday letter informed Wolf that many in her county have seen little evidence that Wolf's administration “recognizes and sympathizes with the added physical, emotional, and financial suffering they are facing as a result of our prolonged stay-at-home conditions, which you know.”Wolf has maintained that his top priority is safety, but like other states, residents have suffered financially from coronavirus guidelines.About 2 million Pennsylvania residents have lost their jobs since mid-March. Food and milk giveaways draw long lines. Some people have gone two months without money because of the state’s problem-plagued online unemployment benefits portal.“We’re making decisions based on the best information we have, and making the best decisions we can, based on the best models that are always changing and moving,"" Wolf said, according to PennLive.com.The state is reportedly taking a county-centric approach. The PennLive report said 37 of the state’s 67 counties are in the yellow stage, which essentially means caution and mitigation. Eighteen counties are red, which means a stay-at-home order is in place.President Trump recently talked about the state’s lockdown and said Pennsylvanians “want their freedom now.”The paper reported that Wolf’s response to the coronavirus has been praised and “Democrats aren’t exactly defecting” but there is some pressure. The paper reported that 16 Senate Democrats signed a letter recently for the governor’s office to consider permitting non-“life-sustaining” stores for curbside pickup.“The truth of the matter is we do need to start thinking about getting people back to work,"" State Sen. Steve Santarsiero, a Democrat, said. ""I really think we’re getting very close to that point. Curbside pickup is part of that question. I think that would really help get things moving again.”Dr. Rachel Levine, Wolf’s health secretary, said the Health Department will soon release criteria for moving a county into the green phase of Wolf’s reopening plan.GET THE FOX NEWS APP“As we release the metrics to go into the green zone, we’re also working on what life in the green zone would (look) like, especially for businesses, restaurants, etc.,” Levine said.The Associated Press contributed to this report"
McConnell says Senate 'not quite ready' to craft new stimulus: 'It won't be a $3 trillion left-wing wish list',Fox News Flash,Victor Garcia,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Senate Majority Leader Mitch McConnell, R-Ky., told ""The Story with Martha MacCallum"" Thursday that the Senate is ""not quite ready to intelligently"" lay out the next coronavirus stimulus package, but added ""it's not too far off.""""The [CARES] Act, which passed a month or so ago on a bipartisan basis, only about half of that money has gone out yet,"" McConnell said. ""I think there's a high likelihood we will do another rescue package, but we need to be able to measure the impact of what we've already done, what we did right, what we did wrong [and] correct that.""Let me tell you what it won't be,"" McConnell added. ""It won't be a $3 trillion left-wing wish list as it passed the House.""STIMULUS CHECKS, STATE AID AND MORE: WHAT’S IN HOUSE DEMOCRATS' NEW CORONAVIRUS RELIEF BILLThe majority leader went on to say that lawmakers ""need to work smart here, help the people who are desperately in need, try to save as many jobs as possible and begin to open up the states, which are decisions by the governors that are going on all over America now and get this economy growing again.""With that in mind, McConnell said any new stimulus package would not include enhanced unemployment benefits.""The problem was by paying people more not to work than to work, it's making it difficult to get people back to work. You can understand that,"" McConnell told MacCallum. ""We do need to continue unemployment insurance, [it's] extremely important at a time like this.""But to pay people more not to work than to work doesn't encourage resuming your job. And that will end in July. And we think that in order to create jobs, we need to incentivize people to go back to work, not encourage them to stay home.""The senator also reemphasized the need for businesses to receive liability protections in any future stimulus.""You're going to have liability protection in there so that people, or the plaintiffs' lawyers are prevented from stealing, in effect, all of this public money we're sending down to hospitals and doctors and non-profits as a result of the coronavirus,"" McConnell told MacCallum. ""And so that's one of our red lines, that the next bill will need to have liability protection in there just to cover narrowly cover the coronavirus, not anything else.""CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGEMcConnell also responded to criticism that such liability provisions would shield nursing homes and care facilities where coronavirus victims died from legal action""Well, the answer is it wouldn't protect any nursing home from from a gross negligence or intentional misbehavior [claim],"" McConnell said. ""So it's not an absolute protection against any kind of behavior. So those kinds of lawsuits would still lie."""
Netherlands court orders grandmother to remove photos of her grandchildren from Facebook: report,Facebook,James Rogers,2020-05-22,"A court in the Netherlands has ordered a grandmother to remove photos of her grandchildren from Facebook under a European Union (EU) data protection law, according to a report.The court case came after a dispute between the woman and her daughter. The daughter had asked the woman to remove the photos but she refused, the BBC reported.The judge’s ruling was made under the EU's General Data Protection Regulation (GDPR), which was adopted in 2016 and implemented in 2018.'FACEBOOK SUCKS': ELON MUSK SLAMS SOCIAL NETWORK EXEC WHO CRITICIZED HIS KNOWLEDGE OF AIAccording to the GDPR website, the court “ruled that it was impossible to establish with certainty that the posting of photos on social media fell under the ‘household exemption’ of Article 2(2)(c) GDPR.”The BBC reported that the woman must now pay a fine of €50, or $54.7, per day for every day that she doesn’t comply with the court’s order, up to a maximum of €1,000 ($1,095).A number of users on social media voiced their dismay at the court’s ruling.“The EU has such dumb laws. GDPR is such a joke,” Jack Smith tweeted.CLICK HERE TO GET THE FOX NEWS APP“The GDPR, protecting children from the grave harm of *checks notes* grandparents posting pictures of 'em,” quipped user Sean Li.The Associated Press contributed to this article.Follow James Rogers on Twitter @jamesjrogers"
Iran picks cyber fight with Israel as both sides target critical infrastructure,TECH,Hollie McKay,2020-05-22,"The simmering cyber conflict between Iran and Israel reached a boiling point this week as the two enemies have been going tit-for-tat in an effort to quietly take down critical infrastructure that security analysts dub something of an electronic cold war.“The fact that Iran is behaving so aggressively, and trying to disrupt critical services in Israel, is very disturbing,” David Kennedy, founder/CEO of TrustedSec, and a former hacker for the NSA and U.S. Marine Corps told Fox News. “Any time you have a state actor engaged in industrial sabotage, that is a real cause for concern. When you attack a critical service like water, power, hospitals, or transportation, you are essentially putting lives at risk.”Last month, Iran fired the first shot by purporting to cyberattack water installations – including tanks, pumps, and pipelines in Israel – raising the alarm among national security and cyber experts over the vulnerability of critical infrastructure.While some slight damage to water valves and control systems did take place, according to Haaretz, ultimately there was no persistent damage to the water supply as the hackers had likely intended.IRAN FACES FURTHER ALLEGATIONS OF CORRUPTION IN CORONAVIRUS FALLOUTAnd then on May 9, the Bandar Abbas port terminal in the south of Iran was suddenly crippled, and shipping traffic was suspended for days. Israel was behind the retaliatory strike back which successfully inflicted severe damage without causing casualties, the Washington Post reported this week.Israeli Water Authority officials reportedly detected the attempt and immediately changed system passwords and took measures to secure their systems.“It is definitely unusual to see a state actor targeting the critical infrastructure assets of another state. That type of activity is usually reserved for war or near-war situations, at least by most countries,” Kennedy surmised. “Iran doesn’t respect those rules.”Moreover, analysts have also pointed out that Iran’s cyberattack was executed through servers based in the United States and Europe, which indicates some degree of sophistication, despite being a routine TACTIC used globally by those adverse to the West.“The Israeli response was measured yet enough to cause logistical and economic disorder from Iran’s main port at a time when they can ill afford any further financial disruptions due to sanctions, low oil prices, unemployment, and massive inflation,” noted Jeff Bardin, the Chief Intelligence Officer at security firm Treadstone 71. “My assumption here is that the Iranians used extracts and updates to Stuxnet code to manipulate the Israeli equipment.”The Stuxnet virus was a joint cyber operation between Israeli and American intelligence and was deployed in 2011 to infect Iran’s then-burgeoning nuclear program – effectively harming the electricity boxes linked to the centrifuges being utilized for uranium enrichment. Nonetheless, Tehran was able to course correct in the aftermath of the course contagion, learning how to bolster its own cyber defense and develop tactics of its own.And following the April attempt to harm Israel’s water systems, the regime is said to have overinflated the outcome in its press as a means of distraction against the coronavirus pandemic crippling much of the nation’s health care system. The gloating prompted Israel to acknowledge that an incident had happened, although it was largely dismissed.“We are in a state of constant cyber cold war accentuated by regular skirmishes such as the Iranian attack on Israeli water systems and the Israeli response on Iran’s main port. Israel does not usually come out of the shadows to execute publicly identified cyber-attacks,” Bardin continued. “They did so this time since Iran was chest-thumping over the attack on the Israeli water system, considered critical infrastructure. Israel had to strike back and did so in such a way that shut down the port for 10 days.”And Kennedy further underscored that because Iran does not have the military might to confront Israel or the United States directly, it is instead forced to engage in asymmetric warfare, of which cyber is an important part.“Ever since Iran was hit by Stuxnet, they have been actively developing their own cyber-kinetic capabilities. This capability is extremely important for Iran because it gives them the ability to strike inside the borders of countries that they could not attack directly with traditional military forces. It also allows them to score PR victories at home, without risking a humiliating military response,” he said. “Iran’s cyber operations against Israel are definitely becoming more aggressive during the pandemic. Anytime you target critical infrastructure, you are seriously escalating the situation.”HOW ISIS IS EXPLOITING THE CORONAVIRUS PANDEMICAnd things kicked up an extra notch on Thursday, after allegedly Iran-based hackers seemingly infiltrated tens of thousands of unsecured Israeli websites, disabling their functions and blasting threatening videos and messages pertaining to the “crimes against the Palestinians,” and “all we can do is revenge from a cyberattack.”The group remains on both Facebook and Youtube.“Thousands of Israeli sites, including sites of major and major companies in the economy, were vandalized following an attack by anti-Israel officials against the Upress hosting company,” Bardin explained. “The attack disrupted the company’s servers. Instead of the usual content of the sites appears content calling for the destruction of Israel. In addition, the sites ask the users permission to use the camera to take photos.”He pointed out that, at this stage, it is unclear whether the company’s databases were hacked or is it merely a corruption. Upress, one of Israel’s largest website hosting companies, announced on its Facebook page that the attack was caused by security vulnerabilities in the WordPress plugin. “We work in collaboration with the state cyber authority, conduct security investigations, and handle all sites,” the company added. Hacking a web hosting company allows hackers to hit many sites at once.CORONAVIRUS CRISIS: ONLINE CHURCH SERVICES ATTACKED BY HACKERS USING CHILD PORNOGRAPHYIn addition, Bardin’s Treadstone 71 found significant chatter in Iranian social media sites on WordPress vulnerabilities prior to the penetration.But where the Iran/Israel cyber conflict goes from here – and whether tensions will continue to rise – remains to be seen. According to Behnam Ben Taleblu, a senior fellow and Iran expert at the Foundation for Defense of Democracies (FDD), the use of cyber tools for purposes of damage and espionage is consistent with Iran’s asymmetric military strategy.“Just like proxy wars, the cyber domain permits Iran to mask its hand and involvement, as well as limit the potential for kinetic blowback and escalation,” he explained. “In this regard, Iran’s cyber wars have been successful, even if they invite Israel or other states to respond to Iranian aggression using The same or better cyber means.”CLICK HERE TO GET THE FOX NEWS APPSome experts have also asserted that Iran’s reignition of the quiet fight with Israel last month was in response to Israel’s frequent targeting of Iran-backed, Hezbollah assets in Syria.“(The cyber conflict) will not end anytime soon. The cyberattack that Iran launched on Israel's water infrastructure was a convenient and relatively low-risk way to retaliate against recent (presumed) Israeli strikes on Iranian targets in Syria,” added Heather Heldman, managing partner of Luminae Group and a former Middle East advisor at the US State Department. “Regardless of the fact that Iran's cyberattack failed to cause significant damage or disruption inside Israel, it gave the Iranian regime an opportunity to score points with its domestic audience and distract from the turmoil transpiring at home, which has intensified in the wake of Coronavirus and low oil prices.”"
Teen left orphaned after murder-suicide earns $120G college scholarship through golf caddying,Proud American,Michael Ruiz,2020-05-22,"An Ohio teen who was left orphaned after a murder-suicide eight years ago has earned herself a full college scholarship to attend The Ohio State University through hard work in the classroom -- and as a caddy on the golf course.Caroline Jarrell was 10 years old and watching the Disney Channel when she heard four gunshots ring out into the night outside her father’s home.It was 8:04 p.m. on Jan. 10, 2012 -- a time she said has always stuck in her mind.Her parents were divorced. And her mother had arrived to pick up the children from a stay with their father, she told Fox News.Caroline was the first of her siblings to venture out after the noise. She found their mother’s body in the driveway, in her car with the family dog. Her father was dead of a self-inflicted gunshot wound nearby.“I didn’t know what was going on,” she said Thursday. “I just knew that something bad had happened.”She remembers seeing blood, trying to talk to her mom, and a neighbor calling 911. Much of the rest of the night condensed into a blur.“It was just chaotic for everyone,” she said.Her grandparents, Dennis and Linda Pawlecki, as well as her mother’s brother Michael Pawlecki, drove over an hour that night to be with the children.“They were really helpful that night,” Jarrell said. “They helped calm me down, even though they were going through everything.”The Jarrell children stayed in their mother’s house the rest of that school year, with frequent visits from the Pawleckis. Then they moved in with their grandparents in Toledo, Ohio.Next semester, Jarrell is headed to The Ohio State University on a full ride thanks to the Evans Scholars Foundation, named for Charles “Chick” Evans Jr., a famed amateur golfer who set up the program with the Western Golf Association in 1930.Nick, the oldest of the Jarrell children, had already been caddying before they came to Ohio, at his mother’s urging. It was in an effort to earn that same scholarship.In Toledo, one of the first things he did was find a new caddying job at the famed Inverness Club, Caroline said. He eventually received the Evans Scholarship and went to The Ohio State University. Now he’s an English teacher in Cincinnati.Ellyn Jarrell, the middle child, earned herself her own Evans Scholarship -- and she’s still attending the University of Notre Dame, where their mother went to college.Following in the footsteps of her older siblings, Caroline started caddying at Inverness in the summer after eighth grade. She said it’s the only job she’s ever had.Now, she’s also achieved the Evans Scholarship.Working at Inverness, she met her future Ohio State roommate, Kelcy -- who is yet another Evans recipient.The Evans Scholarship covers full tuition and housing costs for “high-achieving caddies with limited financial means,” according to the foundation. That amounts to an estimated $120,000 per recipient. The Evans Scholars Program says it has paid out $410 million in scholarships overall.The scholarships receive financial support from tens of thousands of Par Club donors, as well as the WGA’s BMW Championship, which is a PGA Tour FedEx Cup playoff event.CLICK HERE FOR THE FOX NEWS APPRecipients show good grades, financial need, “outstanding character” and a strong caddie record.At Ohio State, Caroline said she will study social work -- a career path she chose because of the social worker who helped her keep it together when she dealt her parents’ divorce as a child.“She was the first person who, besides my mom and my siblings, who just made me feel heard,” Jarrell said Thursday. “I just wanted to be that person for someone else, to help them feel like they’re not alone.”"
'Wear blue: run to remember' military families group goes 'virtual' this Memorial Day amid coronavirus,Proud American,Brooke Singman,2020-05-21,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.This year’s Memorial Day will look a little different for the “wear blue: run to remember” community amid the coronavirus pandemic, but that won’t stop them from running “for the fallen; for the fighting; for families.”The executive director and co-founder of “wear blue: run to remember,” Lisa Hallett, has taken the organization’s annual Memorial Day activities virtual in an effort to continue her organization’s mission, even through the COVID-19 crisis.“The unique circumstances of 2020 find us isolated from most facets of group life,” Hallett told Fox News. “Changes to the way we attend school, work and our place of worship have challenged most of us, but during this time, it has never been more important for us to meaningfully come together.”""The atypical circumstances of 2020 will not prevent us from achieving our mission on Memorial Day – to honor our nation’s fallen by learning their stories, speaking their names and honoring their legacies,"" the organization's website states. ""We invite you, your families and friends to join us, virtually, in honoring our fallen service members and their families’ sacrifice.""“wear blue” is a nonprofit running community honoring the service and sacrifice of the American military. The community “unites and supports military and their families, veterans, Gold Star families, and civilians through active remembrance and meaningful relationships.” The organization works to act as a support network, serve as a living memorial and bridge the gap between military and civilian communities.“wear blue is virtual for Memorial Day,” Hallett told Fox News. ""We have intentionally partnered with Team Red White and Blue and other like minded organizations to build a robust, and united effort to honor the fallen and support the military during this time of separation.”Hallett told Fox News that “wear blue” and Team RWB are “calling on our nation to come together in shared steps outside of our back doors.”“Our goal is 50,000 runners committed to running or walking in honor of the fallen,” Hallett said, noting that the organization has also partnered with Amazon, VISA and more to make the event happen. “We recognize that now, more than ever, we are stronger together.”Hallett told Fox News that “Amazon and its 25,000 military veterans joined 'wear blue' in creating a virtual training program as part of a stay healthy-stay connected campaign that we developed together.”“Amazon employees have been sharing their weekly training and preparing to run a 5k this Memorial Day,” Hallett told Fox News. “We are excited to partner with them, and grateful for their generous support of our programming.”A spokesperson for Amazon confirmed to Fox News the company's involvement.Hallett added that VISA also had a military and veteran network and “is joining us in running this Memorial Day.”This Memorial Day, Hallett invited runners, walkers and supporters to download the “Motigo” app, which will feature messages from families of the fallen, and fellow service members, sharing stories about their loved ones and what Memorial Day means to them.Participation is at no cost, Hallett told Fox News, saying that runners, walkers and supporters “simply commit a meaningful number of miles to run or walk or move on Memorial Day.”“On Memorial Day, we ask that our community shares their honored hero with others on their social media channels, with the challenge, for the examples and motivation of these heroes to live in how we live,” Hallett said.Meanwhile, in 2017, “wear blue” launched a program dedicated to Gold Star children called the “wear blue Gold Star Youth Mentorship Program,” which pairs active duty military with children of fallen service members.This year, Gold Star children, with the support of the USAA Foundation, have been training virtually to run a Memorial Day 5K.“Each week, we join a Zoom call, and discuss training tips and setting and achieving smart goals,” Hallett told Fox News. “They are running for purposeful steps on Memorial Day in honor of their fallen parents.”Hallett explained that on Memorial Day, runners will be invited to join a “Zoom Circle of Remembrance,” and then will begin to walk or run in honor of their fallen hero.AMERICA TOGETHER: MORE STORIES OF THE AMERICAN SPIRIT“I am proud of 'wear blue: run to remember' and Team RWB, as we join our communities in a nationwide effort to honor and remember our fallen military heroes on this Memorial Day,” Hallett told Fox News. “On Monday, May 25, we will speak the names and share the stories of the men and women who volunteered to serve their countries and gave the last full measure in doing so. And in this act, we are reminded of our potential and our call to rise.”“wear blue” originally was founded following the redeployment of 5-2 Stryker Brigade Combat Team, a unit that, while deployed to Afghanistan in support of Operation Enduring Freedom, sustained a significant amount of combat losses and casualties. During that deployment, a small group of 5-2 wives and battalion support staff met weekly to run, seeking to create a support network for one another. When the brigade returned, Hallett, and co-founder, Erin O’Connor, turned the small group into a nationwide vision.Hallett told Fox News that the program has had a very personal impact on her family. Her husband, Capt. John Hallett, was killed on Aug. 25, 2009, just three weeks after the birth of their third child, Heidi, and just six weeks after his deployment with 5th Stryker Brigade to Shah Wali Kot district in Kandahar. Capt. Hallett was killed when his unit encountered an improvised explosive device.“It’s been over 10 years since my husband Capt. John Hallett was killed in combat. Our three children are growing up … they are anxious to hear the stories of the young adult they are striving to become — stories of John that often feel too far away,” Hallett explained.“In military service, there is not always the space to tell the stories of our fallen friends and leaders,” she continued. “As community members, there are not always words strong enough to say thank you, or I am sorry for your loss. But on Memorial Day, our steps become the words and the stories.”Hallett added that as her children grow up “it’s bittersweet to see John on their faces and in their actions, as well as their own desires to know the man they barely met.”CLICK HERE TO GET THE FOX NEWS APP“I’m grateful for this day that we share with our country our pride,” she said. “And they share with us their strength and remembrance.”“When I look at the streets across America, and I witness a nation moving in red, white and blue, I know that you remember. I know that you care, and I know that John's legacy and the legacies of all our fallen endure in how we live,” Hallett said. “We must now, more than ever, hold steady to the charge to live a life worthy of such sacrifices.”o join this no-cost virtual walk or run in honor of our nation's fallen military, please visit https://www.wearblueruntoremember.org/."
Court sides with Michigan Gov. Gretchen Whitmer after GOP lawmakers challenge her coronavirus restrictions,Gretchen Whitmer,Morgan Phillips,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.The Michigan Court of Claims ruled Gov. Gretchen Whitmer has the authority to keep her state under a state of emergency without legislative approval, after GOP lawmakers challenged her extension of sweeping restrictions.Republicans in the House and Senate were frustrated with Whitmer’s one-size strategy to stop the spread of coronavirus by keeping people home and shutting businesses in regions minimally affected by the virus and far from the state’s epicenter, the Detroit area.The legislature did not approve the extension of Whitmer’s emergency declaration but she enacted it anyway, extending the stay-at-home order until May 28 but loosening some restrictions. On May 18, Whitmer allowed retail businesses, bars and restaurants in two regions to open at a limited capacity.And while gatherings are discouraged, groups of 10 or fewer will not be cited for gathering.The judge said a 1945 law, cited by Whitmer, is not limited to local and regional emergencies only but can be used on a statewide level.MICHIGAN BARBERS, HAIRDRESSERS GIVE FREE HAIRCUTS AT CAPITOL IN DEFIANCE OF WHITMER'S LOCKDOWNThe legislature said Whitmer violated the law, which says lawmakers get a role in emergency declarations lasting longer than 28 days. Indeed, the judge said the governor can't use that law to extend emergencies without input from lawmakers. But Whitmer won the case anyway.“It would take a particularly strained reading of the plain text of the [law] to conclude that a grant of authority to deal with a public crisis that affects all the people of this state would somehow be constrained to a certain locality,” Judge Cynthia Stephens said.The claims are “meritless,” she said.Stephens' decision was a third time that a Court of Claims judge ruled in the governor's favor. The other lawsuits were brought by residents, a business owner and a new group that has organized protests at the Capitol.CLICK HERE FOR FULL CORONAVIRUS COVERAGEThe House and Senate promised to appeal the ruling. Republican leaders took some comfort that the judge said Whitmer can't use the '76 law to unilaterally make emergency declarations.The governor’s office responded postiviely to the result.“She will continue to do what she’s always done: take careful, decisive actions to protect Michiganders from this unprecedented, global pandemic,” Whitmer's office said in a written statement.CLICK HERE FOR THE FOX NEWS APPThe Associated Press contributed to this report."
